id,registration,make,model,primaryColour,fuelType
58789134,BO55JCM,BMW,"3 SERIES",Blue,Petrol
58789287,BO55CAP,MITSUBISHI,OUTLANDER,Brown,"Hybrid Electric (Clean)"
58798034,BO55ARL,BMW,"X7 XDRIVE40D M SPORT MHEV AUTO",White,"Electric Diesel"
58823016,BO55WEW,AUDI,A6,White,Diesel
58827555,BO55WPT,MERCEDES-BENZ,B-CLASS,Silver,Diesel
58850568,BO55PUN,BMW,420,Black,Petrol
58868937,BO55EJP,HONDA,"JAZZ EX I-MMD CVT",Blue,"Hybrid Electric (Clean)"
58875032,BO55LWB,NISSAN,NAVARA,Black,Diesel
58910892,BO55SHP,BMW,"8 SERIES",Black,Petrol
58927940,BO55GRZ,FORD,"TRANSIT CUSTOM",Grey,Diesel
58930832,BO55LCY,FORD,FIESTA,Grey,Petrol
58946465,BO55KDN,"LAND ROVER","RANGE ROVER SPORT",Blue,Petrol
58956124,BO55EVZ,MERCEDES-BENZ,C,Silver,Diesel
58963978,BO55RFX,"LAND ROVER","R ROVER EVOQUE R-DYN S D 4X2",White,Diesel
58968136,BO55HPP,AUDI,"Q3 S LINE EDITION 1 35 TDI S-A",White,Diesel
59005902,BO55PRM,BMW,"330E M SPORT AUTO",Blue,"Hybrid Electric (Clean)"
59010791,BO55CJC,FORD,"TRANSIT CUSTOM 280LIMITD EBLUE",White,Diesel
59027908,BO55JNV,HYUNDAI,"SANTA FE",Brown,Diesel
59039655,BO55JLH,FORD,FOCUS,Black,Petrol
59041500,BO55FPT,"LAND ROVER",DISCOVERY,Black,Diesel
59071965,BO55HCG,"LAND ROVER","RANGE ROVER",Grey,Diesel
59072284,BO55WBE,MERCEDES-BENZ,SPRINTER,Silver,Diesel
59072316,BO55EKT,MERCEDES-BENZ,GLC,Black,Diesel
59079777,BO55USF,AUDI,A6,Blue,Diesel
59082400,BO55AHF,CITROEN,BERLINGO,Blue,Diesel
59105780,BO55GLZ,VOLKSWAGEN,GOLF,Grey,Diesel
59110678,BO55XXM,BMW,330,Black,"Hybrid Electric (Clean)"
59127324,BO55VMX,TRIUMPH,TIGER,Green,Petrol
59129140,BO55ZNH,JEEP,COMPASS,Blue,Diesel
59162767,BO55SJB,TOYOTA,HILUX,Black,Diesel
59171164,BO55UMX,VOLKSWAGEN,"ARTEON R-LINE BITDI SCR 4M SA",Blue,Diesel
59171608,BO55LUS,FORD,"TRANSIT CUSTOM 320LMTD EBLUE A",Silver,Diesel
59185165,BO55OAT,MINI,"JOHN COOPER WORKS",Grey,Petrol
59188034,BO55FGN,AUDI,TT,White,Petrol
59189203,BO55MYR,JEEP,"GRAND CHEROKEE",Black,Diesel
59200396,BO55MXM,"LAND ROVER",DEFENDER,Red,Diesel
59203868,BO55TAP,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
59224007,BO55VME,BMW,X1,Black,Diesel
59230097,BO55EHO,KIA,SPORTAGE,White,Petrol
59241382,BO55ZEO,MERCEDES-BENZ,C,Red,Petrol
59269268,BO55WON,MERCEDES-BENZ,GLC,Black,Petrol
59275472,BO55VSL,BMW,"X5 XDRIVE45E M SPORT AUTO",Black,"Hybrid Electric (Clean)"
59295226,BO55KJS,BMW,"6 SERIES",White,Diesel
59305689,BO55CSO,FORD,MUSTANG,Grey,Petrol
59327165,BO55YCH,PEUGEOT,5008,Black,Diesel
59336635,BO55WGN,HONDA,STEPWAGON,Blue,Petrol
59342277,BO55RRA,"LAND ROVER","RANGE ROVER",White,Diesel
59344422,BO55KWC,VOLKSWAGEN,"TIGUAN MATCH TDI",Grey,Diesel
59358666,BO55TJF,JAGUAR,F-TYPE,Red,Petrol
59362814,BO55TKB,"LAND ROVER",DISCOVERY,Grey,Diesel
59381681,BO55RCJ,NISSAN,QASHQAI,Black,Petrol
59396399,BO55LFC,MERCEDES-BENZ,E,White,Diesel
59398047,BO55SHJ,VOLKSWAGEN,POLO,Black,Petrol
59403130,BO55TXM,MERCEDES-BENZ,E,White,Diesel
59415797,BO55PWS,VOLKSWAGEN,AMAROK,Black,Diesel
59418512,BO55TYN,FORD,RANGER,White,Diesel
59420741,BO55PYE,FORD,FIESTA,Blue,Diesel
59428952,BO55BMC,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
59429340,BO55SPL,FORD,EDGE,Black,Diesel
59474273,BO55AKW,FORD,MUSTANG,Black,Petrol
59486708,BO55RYY,MITSUBISHI,L200,White,Diesel
59502524,BO55ECL,JAGUAR,"F-PACE RDYNAM HSE D MHEV AWD A",Grey,Diesel
59502547,BO55VHP,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Grey,Diesel
59521928,BO55NAZ,MERCEDES-BENZ,"GLB 200 AMG LINE PREMIUM D A",White,Diesel
59531816,BO55WDA,VOLKSWAGEN,"TRANSPORTER T28 H-LINE TDI S-A",Grey,Diesel
59558955,BO55VTU,"LAND ROVER","RANGE ROVER VELAR",Black,Diesel
59596523,BO55NPG,AUDI,Q5,Grey,Petrol
59614875,BO55GXG,VOLKSWAGEN,GOLF,Black,Petrol
59622005,BO55JOO,VOLKSWAGEN,TIGUAN,Grey,Diesel
59640836,BO55URY,AUDI,Q5,Blue,Petrol
59654973,BO55OSS,VOLKSWAGEN,TRANSPORTER,Blue,Diesel
59664747,BO55NLC,"LAND ROVER","RANGE ROVER",White,Diesel
59690195,BO55LSD,VOLKSWAGEN,T-ROC,Silver,Petrol
59691594,BO55SPZ,BMW,"1 SERIES",Black,Petrol
59695318,BO55TSO,AUDI,A4,White,Petrol
59695666,BO55TRA,VOLKSWAGEN,TIGUAN,Blue,Diesel
59700070,BO55DUY,"LAND ROVER","RANGE ROVER VELAR",White,Diesel
59718203,BO55FLP,VOLKSWAGEN,GOLF,Yellow,Petrol
