registration,make,model,primaryColour,fuelType
BO55SWE,"LAND ROVER","DEFENDER XS EDITION PHEV AUTO",Silver,"Hybrid Electric (Clean)"
BO55SZH,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55SZX,VOLKSWAGEN,SCIROCCO,Blue,Diesel
BO55TJC,RENAULT,WIND,Black,Petrol
BO55TMY,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
BO55TXE,FIAT,TALENTO,White,Diesel
BO55TZE,MERCEDES-BENZ,A,Black,Diesel
BO55UKV,CITROEN,BERLINGO,White,Diesel
BO55ULA,JEEP,"GRAND CHEROKEE",White,Diesel
BO55URB,VOLVO,"XC90 + T8 PHEV AWD AUTO",Gold,"Hybrid Electric (Clean)"
BO55UTW,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55VLH,BMW,"225XE LUXURY AUTO",Silver,"Hybrid Electric (Clean)"
BO55VNR,TOYOTA,HILUX,Green,Diesel
BO55VSS,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55VSW,MERCEDES-BENZ,ML,White,Diesel
BO55VTX,KIA,"SOUL MAXX EV",Blue,Electric
BO55VVS,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Grey,Diesel
BO55WBM,MERCEDES-BENZ,GLE,White,Diesel
BO55WEJ,AUDI,TT,Black,Petrol
BO55WHN,"ASTON MARTIN","V8 VANTAGE",Blue,Petrol
BO55WKC,KIA,PICANTO,White,Petrol
BO55WLY,AUDI,A4,Black,Petrol
BO55WRC,TOYOTA,HILUX,Silver,Diesel
BO55YBP,VOLVO,XC90,Black,Diesel
BO55YHC,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55YJW,"LAND ROVER","DISCOVERY HSE SDV6 AUTO",Grey,Diesel
BO55YLA,BMW,"5 SERIES",Black,Diesel
BO55YPT,BENTLEY,CONTINENTAL,Green,Petrol
BO55YYB,BMW,X5,Black,"Hybrid Electric (Clean)"
BO55ZCB,SEAT,LEON,White,Petrol
BO55ZOF,MINI,COOPER,Red,Petrol
BO55ATG,"CF MOTO",CF,Blue,Petrol
BO55RZV,BMW,X5,White,Diesel
BO55LGN,BMW,335,Blue,Diesel
BO55AAU,BMW,"3 SERIES",Black,Petrol
BO55AEF,JAGUAR,XF,Grey,Diesel
BO55AHG,MG,"ZT SE V8 260",Grey,Petrol
BO55AKN,FORD,FIESTA,Silver,Petrol
BO55AMD,ISUZU,D-MAX,Black,Diesel
BO55AWM,PORSCHE,911,Blue,Petrol
BO55AXE,JAGUAR,XF,White,Petrol
BO55AYF,AUDI,Q7,Black,Diesel
BO55BDW,CITROEN,BERLINGO,White,Diesel
BO55BKD,"LAND ROVER",DISCOVERY,Black,Diesel
BO55BKW,RENAULT,TRAFIC,Black,Diesel
BO55BRA,SKODA,FABIA,Red,Petrol
BO55BRP,VOLKSWAGEN,CRAFTER,White,Diesel
BO55BTA,JAGUAR,XJ,Blue,Diesel
BO55BWD,TOYOTA,HILUX,Grey,Diesel
BO55BYA,"LAND ROVER","RANGE ROVER EVOQUE R-DY SE D A",White,Diesel
BO55CFT,"ASTON MARTIN","V8 VANTAGE",Grey,Petrol
BO55CGX,TOYOTA,YARIS,Red,"Hybrid Electric (Clean)"
BO55CHX,"LAND ROVER","RANGE ROVER",Blue,Diesel
BO55CRL,RENAULT,TRAFIC,Silver,Diesel
BO55CSO,FORD,MUSTANG,Grey,Petrol
BO55CXM,MERCEDES-BENZ,C,Grey,Petrol
BO55DMD,"LAND ROVER","DISCOVERY S D MHEV AUTO",Grey,Diesel
BO55DMP,MERCEDES-BENZ,C,Silver,Petrol
BO55DNB,FORD,TRANSIT,White,Diesel
BO55DSY,BMW,420,White,Petrol
BO55ECL,JAGUAR,"F-PACE RDYNAM HSE D MHEV AWD A",Grey,Diesel
BO55EGM,FORD,KUGA,White,Diesel
BO55ESP,FORD,"TRANSIT CUSTOM 300LMTD EBLUE A",Grey,Diesel
BO55EYE,JAGUAR,XF,Green,Diesel
BO55FGH,AUDI,"A3 S LINE 40 TFSI QUATTRO S-A",Blue,Petrol
BO55FKU,RENAULT,MEGANE,Orange,Petrol
BO55FOC,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55FRS,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
BO55FST,FORD,FOCUS,White,Petrol
BO55GBS,AUDI,A8,Grey,Diesel
BO55GPB,"LAND ROVER","DISCOVERY LUXURY HSE SD6 AUTO",Grey,Diesel
BO55GRO,FORD,TRANSIT,White,Diesel
BO55GTS,BMW,730,Blue,Diesel
BO55GTW,FORD,"KUGA ST-LINE X ED PHEV CVT",Blue,"Hybrid Electric (Clean)"
BO55GVS,MITSUBISHI,SHOGUN,Black,Diesel
BO55GXK,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55HBW,PEUGEOT,PARTNER,White,Diesel
BO55HHT,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55HKL,TOYOTA,HILUX,White,Diesel
BO55HMF,LEXUS,RX,Black,"Hybrid Electric (Clean)"
BO55HNC,"LAND ROVER","RANGE ROVER EVOQUE",Black,Diesel
BO55HOD,FORD,MUSTANG,Black,Petrol
BO55HOP,BMW,750,Grey,Petrol
BO55HOU,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55HUW,VOLKSWAGEN,GOLF,Blue,Petrol
BO55JCV,BMW,M4,Blue,Petrol
BO55JJD,MINI,COOPER,Red,Petrol
BO55JKT,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55JMK,LEXUS,"NX 350H TAKUMI CVT",Silver,"Hybrid Electric (Clean)"
BO55JNG,MERCEDES-BENZ,C,Silver,Diesel
BO55JPB,BMW,X3,Grey,Diesel
BO55JRJ,"LAND ROVER",DEFENDER,Grey,Diesel
BO55JUJ,AUDI,"Q7 S LINE QUATTRO TDI",Silver,Diesel
BO55JZA,"LAND ROVER","RANGE ROVER SPORT",Grey,Petrol
BO55KKB,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55KLS,VOLVO,XC90,Grey,Diesel
BO55KNC,VOLKSWAGEN,SHARAN,Silver,Diesel
BO55KNU,VOLVO,C30,White,Petrol
BO55KOO,SEAT,IBIZA,White,Petrol
BO55LGP,FORD,"TRANSIT CUSTOM",White,Diesel
BO55LJM,"LAND ROVER","DISCOVERY HSE SD6 AUTO",Black,Diesel
BO55LOM,AUDI,A1,White,Diesel
BO55LYK,AUDI,A6,Black,Diesel
BO55LYZ,KIA,SPORTAGE,Black,Diesel
BO55MAL,VOLKSWAGEN,GOLF,Blue,Petrol
BO55MAO,BMW,"3 SERIES",Black,Diesel
BO55MBE,MITSUBISHI,COLT,Grey,Diesel
BO55MCB,AUDI,"Q5 S LINE 40 TDI MHEV QUAT S-A",Grey,Diesel
BO55MJT,FORD,"RANGER WILDTRAK ECOBLUE 4X4 A",Red,Diesel
BO55MLM,KTM,690,White,Petrol
BO55MOJ,MERCEDES-BENZ,"EQC 400 AMG LINE PREMIUM + 4M",Black,Electric
BO55MTB,AUDI,Q5,White,Diesel
BO55MUG,AUDI,A1,Red,Petrol
BO55MWC,"LAND ROVER","RANGE ROVER SPRT DYN SE PHEV A",Black,"Hybrid Electric (Clean)"
BO55NBA,MERCEDES-BENZ,CLA,White,Diesel
BO55NHB,BMW,"R 1250 GS ADVENTURE TE",Black,Petrol
BO55NTJ,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55NTV,BMW,"X4 XDRIVE20D M SPORT MHEV AUTO",Black,"Electric Diesel"
BO55NWE,VOLVO,V60,Black,Diesel
BO55NXT,MERCEDES-BENZ,E,Black,Diesel
BO55OFC,AUDI,R8,Blue,Petrol
BO55OHS,AUDI,A1,Grey,Petrol
BO55ONS,"LAND ROVER",DISCOVERY,Black,Diesel
BO55ONT,MAZDA,cx-3,Blue,Petrol
BO55OSD,LINGBEN,"",Black,Petrol
BO55PDM,VOLKSWAGEN,"TIGUAN R-LINE ETSI S-A",Red,"Hybrid Electric (Clean)"
BO55PGO,AUDI,"Q7 S LN COMP VOR 60 TFSI E Q A",White,"Hybrid Electric (Clean)"
BO55POU,VOLKSWAGEN,GOLF,Black,Diesel
BO55PPS,NISSAN,NAVARA,Black,Diesel
BO55PST,PORSCHE,CAYENNE,White,Petrol
BO55PUC,JEEP,CHEROKEE,Black,Diesel
BO55RFG,FORD,TRANSIT,Silver,Diesel
BO55RNE,MITSUBISHI,L200,Blue,Diesel
BO55RTY,VOLKSWAGEN,"AMAROK AVENT BLK ED V6TDI 4M A",Grey,Diesel
BO55RUD,"LAND ROVER","DEFENDER HARD TOP SE D MHEV A",Blue,Diesel
BO55SBU,MERCEDES-BENZ,C,Black,Petrol
BO55SCA,AUDI,A8,Grey,Diesel
BO55SFR,"ASTON MARTIN",VANTAGE,Black,Petrol
BO55SGE,PORSCHE,911,Black,Petrol
BO55SLD,"LAND ROVER","RANGE ROVER EVOQUE",White,Diesel
BO55SWO,FORD,MUSTANG,White,Petrol
BO55TBE,MERCEDES-BENZ,V,Grey,Diesel
BO55TBO,MERCEDES-BENZ,GLC,Blue,Petrol
BO55TDB,MAZDA,CX-5,Grey,Diesel
BO55TEY,NISSAN,QASHQAI,White,Diesel
BO55TFL,AUDI,Q7,Black,Diesel
BO55TJK,"LAND ROVER",DISCOVERY,Green,Petrol
BO55TLH,VOLVO,C70,Blue,Diesel
BO55TLL,IVECO,UNKNOWN,Gold,Diesel
BO55TMU,"LAND ROVER","RANGE ROVER SPORT",Green,Petrol
BO55TNE,BMW,420,Blue,Diesel
BO55TNL,VOLVO,UNKNOWN,White,Diesel
BO55TSU,MERCEDES-BENZ,E,Red,Diesel
BO55UMX,BMW,730,Grey,Diesel
BO55URK,"LAND ROVER","RANGE ROVER SPORT",Silver,Diesel
BO55VEN,"LAND ROVER","DISCOVERY SPORT R-DYN SE D A",Black,Diesel
BO55VKA,MERCEDES-BENZ,GLC,Silver,Petrol
BO55VSM,FIAT,TALENTO,White,Diesel
BO55WBP,MERCEDES-BENZ,GLE,Black,Petrol
BO55WEG,AUDI,Q7,Silver,Diesel
BO55WJB,NISSAN,NAVARA,Black,Diesel
BO55WLD,FORD,"TRANSIT CUSTOM",White,Diesel
BO55WPU,FORD,TRANSIT,White,Diesel
BO55WWH,"ALFA ROMEO",GIULIETTA,Blue,Diesel
BO55WWS,BMW,X3,Black,Diesel
BO55XLG,"LAND ROVER","DISCOVERY HSE SD6 AUTO",Blue,Diesel
BO55XXX,BMW,"M4 COMPETITION M XDRIVE AUTO",Grey,Petrol
BO55YCC,MERCEDES-BENZ,CLK,Black,Petrol
BO55YGH,VAUXHALL,MOKKA,Silver,Petrol
BO55YKK,MERCEDES-BENZ,"AMG GLE 53 PREM MHEV 4MATIC+ A",Black,"Hybrid Electric (Clean)"
BO55YLL,MERCEDES-BENZ,E,White,Petrol
BO55YXZ,AUDI,A7,Grey,Diesel
BO55ZHC,PORSCHE,"718 CAYMAN GTS S-A",Blue,Petrol
BO55ZZX,BMW,420,White,Diesel
BO55TLC,SAAB,9-3,Grey,Diesel
BO55CUT,VOLKSWAGEN,"ABT ETRANSPORTER T32",White,Electric
BO55OJN,VOLKSWAGEN,TRANSPORTER,Black,Diesel
BO55FAU,"LAND ROVER","RANGE ROVER SPORT",Blue,Diesel
BO55LNX,TESLA,"MODEL X",Grey,Electric
BO55EAR,AUDI,"SQ7 VORSPRUNG TFSI QUATTRO A",Silver,Petrol
BO55DKJ,PORSCHE,macan,Blue,Diesel
BO55NXS,MERCEDES-BENZ,C,White,Petrol
BO55LLB,MG,"ZS EXCITE EV",White,Electric
BO55LFA,LEXUS,LFA,Yellow,Petrol
BO55NZA,JAGUAR,F-PACE,Grey,Diesel
BO55YUB,SEAT,"IBIZA ANNIV LTD ED ECOTSI SA",Black,Petrol
BO55ACU,"LAND ROVER",DISCOVERY,Black,Diesel
BO55AUM,BMW,220,Black,Diesel
BO55BAB,MITSUBISHI,SHOGUN,Grey,Diesel
BO55BAC,PORSCHE,CAYENNE,White,Diesel
BO55BDF,BMW,I3,Grey,"Hybrid Electric (Clean)"
BO55BVD,SUZUKI,VZR,Orange,Petrol
BO55BVR,"LAND ROVER","DEFENDER HARD TOP HSE D MHEV A",White,Diesel
BO55BYK,MERCEDES-BENZ,VITO,Black,Diesel
BO55CAX,FORD,RANGER,White,Diesel
BO55CCF,VOLKSWAGEN,"PASSAT SE TDI S-A",Silver,Diesel
BO55CCO,BMW,X4,Black,Petrol
BO55CFK,MINI,"MINI (R57)",Red,Diesel
BO55CGR,FORD,"RANGER WILDTRAK ECOBLUE 4X4 A",Orange,Diesel
BO55CGT,VOLKSWAGEN,"TRANSPORTER T30 H-LINE TDI S-A",Blue,Diesel
BO55CJA,BMW,"220I M SPORT AUTO",Grey,Petrol
BO55CRN,VOLVO,XC90,Blue,Diesel
BO55DBH,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55DCH,TESLA,"MODEL X LONG RANGE AWD",Grey,Electric
BO55DCM,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55DGP,JAGUAR,XF,Grey,Diesel
BO55DGT,VOLKSWAGEN,GOLF,Silver,Diesel
BO55DGX,DUCATI,DIAVEL,Black,Petrol
BO55DKR,FORD,TRANSIT,Silver,Diesel
BO55DKY,BENTLEY,CONTINENTAL,Black,Petrol
BO55EJW,VOLKSWAGEN,BEETLE,Pink,Petrol
BO55ELX,MERCEDES-BENZ,X,Black,Diesel
BO55ENF,BMW,520,Grey,Diesel
BO55ERM,VAUXHALL,CORSA,Orange,Petrol
BO55ESM,UNKNOWN,UNKNOWN,Grey,Diesel
BO55FAG,FORD,EDGE,Black,Diesel
BO55FAN,MERCEDES-BENZ,C,Silver,Petrol
BO55FSK,MITSUBISHI,OUTLANDER,Black,Diesel
BO55FTT,JEEP,WRANGLER,Black,Diesel
BO55FWG,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55GDZ,VOLKSWAGEN,GOLF,Grey,Diesel
BO55GHA,BMW,320,Black,Petrol
BO55GJD,MERCEDES-BENZ,GLA,Black,Diesel
BO55GMT,HONDA,"CBF 1000 A-6",Silver,Petrol
BO55GRD,FORD,"MUSTANG MACH-E EXT RANGE AWD",Red,Electric
BO55GSN,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55HAS,BMW,"B M W",Grey,Diesel
BO55HFR,BENTLEY,"CONTINENTAL GT",Grey,Petrol
BO55HMA,"LAND ROVER",DISCOVERY,Black,Diesel
BO55HND,VOLVO,C30,Black,Diesel
BO55HOJ,FORD,FOCUS,Blue,Petrol
BO55HRA,PORSCHE,"CAYENNE V6 D TIPTRONIC",Grey,Diesel
BO55HSK,"LAND ROVER","RANGE ROVER VELAR",Silver,Diesel
BO55HWL,FORD,"TRANSIT CUSTOM",White,Diesel
BO55JEM,"LAND ROVER","DISCOVERY SPORT",Red,Diesel
BO55JGH,"ASTON MARTIN",VANQUISH,Black,Petrol
BO55JGK,"LAND ROVER","DISCOVERY SPORT SE D AUTO",Black,Diesel
BO55JOH,BMW,430,Blue,Petrol
BO55JPE,VAUXHALL,VIVARO,Silver,Diesel
BO55KRU,MERCEDES-BENZ,GLE,Black,Petrol
BO55KUB,MERCEDES-BENZ,E,Black,Petrol
BO55KYN,AUDI,Q7,Blue,Diesel
BO55KZA,FORD,FOCUS,Purple,Petrol
BO55LAD,AUDI,A3,Black,Diesel
BO55LCV,BMW,435,White,Diesel
BO55LJO,AUDI,Q7,Grey,Diesel
BO55LRB,MERCEDES-BENZ,E,White,Diesel
BO55LUZ,RENAULT,TRAFIC,Grey,Diesel
BO55LVC,VOLKSWAGEN,CRAFTER,White,Diesel
BO55LWB,NISSAN,NAVARA,Black,Diesel
BO55MBH,INFINITI,Q30,Black,Diesel
BO55MCG,VOLKSWAGEN,TOUAREG,Black,Diesel
BO55MKR,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55MKX,BMW,"520D M SPORT MHEV AUTO",Black,Diesel
BO55MRU,VOLKSWAGEN,POLO,Black,Petrol
BO55NHF,FORD,TRANSIT,Grey,Diesel
BO55OBH,JAGUAR,F-PACE,Grey,Petrol
BO55OBV,VOLKSWAGEN,"GOLF MATCH EDITION TDI S-A",Black,Diesel
BO55OCG,MERCEDES-BENZ,CLA,White,Petrol
BO55OFT,"LAND ROVER",FREELANDER,Grey,Diesel
BO55OUT,MERCEDES-BENZ,E,White,Diesel
BO55PHO,MERCEDES-BENZ,VITO,Silver,Diesel
BO55PMM,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55PON,HYUNDAI,TUCSON,Grey,Petrol
BO55PRP,"SMART (MCC)","FORTWO COUPE",Silver,Petrol
BO55RAH,AUDI,A5,White,Petrol
BO55RBS,FORD,"TRANSIT CONNECT",Blue,Diesel
BO55RCN,VOLKSWAGEN,POLO,White,Petrol
BO55REE,"GREAT WALL","STEED S TD 4X4",Red,Diesel
BO55RHE,VOLKSWAGEN,POLO,Grey,Diesel
BO55RJF,SAAB,9-3,Grey,Diesel
BO55RLO,"LAND ROVER",FREELANDER,Red,Diesel
BO55RPJ,PORSCHE,CAYENNE,Black,Petrol
BO55RPV,VOLKSWAGEN,"AMAROK PANAMERICANA V6TDI 4M A",Blue,Diesel
BO55RTN,VAUXHALL,ASTRA,Blue,Petrol
BO55RWN,FORD,TRANSIT,White,Diesel
BO55SDH,"ISUZU TRUCKS","GRAFTER N35.125",White,Diesel
BO55SHG,"LAND ROVER","RANGE ROVER SV MHEV AUTO",Blue,Petrol
BO55SOG,FORD,RANGER,Silver,Diesel
BO55SOO,LAMBORGHINI,GALLARDO,White,Petrol
BO55SSJ,AUDI,A4,Silver,Petrol
BO55SSW,HYUNDAI,TUCSON,Black,Diesel
BO55SYL,PORSCHE,911,Grey,Petrol
BO55TBD,AUDI,A8,Grey,Petrol
BO55TJM,MERCEDES-BENZ,A-CLASS,Grey,Petrol
BO55TKK,MERCEDES-BENZ,E,White,Diesel
BO55TOG,"LAND ROVER","RANGE ROVER EVOQUE",Black,Diesel
BO55TRX,VOLKSWAGEN,CRAFTER,White,Diesel
BO55UCZ,FORD,FIESTA,Blue,Petrol
BO55UPC,AUDI,A5,White,Diesel
BO55VAR,HONDA,CIVIC,Grey,Petrol
BO55VAU,"LAND ROVER","RANGE ROVER AUTOBIO D MHEV A",White,Diesel
BO55VLR,"LAND ROVER","RANGE ROVER VELAR",Black,Diesel
BO55WEB,VOLVO,XC60,Black,Diesel
BO55WPE,MERCEDES-BENZ,"EQC 400 AMG LINE PREMIUM + 4M",Grey,Electric
BO55WVR,AUDI,A3,Grey,Petrol
BO55XCP,BMW,"M135I XDRIVE AUTO",White,Petrol
BO55XML,MERCEDES-BENZ,C,Black,Petrol
BO55XMT,BMW,"I4 M50",Grey,Electric
BO55XNM,BMW,M3,Black,Petrol
BO55XSC,VAUXHALL,VIVARO,Blue,Diesel
BO55XSY,AUDI,Q7,Grey,Diesel
BO55YDB,FORD,FOCUS,Grey,Petrol
BO55YLD,BMW,"128TI AUTO",Blue,Petrol
BO55YLN,BMW,118,Black,Petrol
BO55YTT,AUDI,TT,Green,Petrol
BO55YUM,PORSCHE,"911 CARRERA 4 GTS S-A",Purple,Petrol
BO55YZF,YAMAHA,"YZF R1",Blue,Petrol
BO55ZHM,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55ZVA,MAZDA,CX-5,Grey,Diesel
BO55JRT,BENTLEY,"CONTINENTAL GTC SPEED HYBRID A",Blue,"Hybrid Electric (Clean)"
BO55GZC,FORD,"TRANSIT CUSTOM",Grey,Diesel
BO55JVK,MERCEDES-BENZ,E,White,Diesel
BO55ACC,MERCEDES-BENZ,"GLC 300 AMG LINE PREM + D 4M A",Grey,Diesel
BO55ACG,"LAND ROVER","DISCOVERY HSE SDV6 AUTO",Black,Diesel
BO55AEA,HYUNDAI,KONA,Yellow,Electric
BO55AFJ,FORD,"TRANSIT CUSTOM 290 SPORT EBLUE",Silver,Diesel
BO55AGB,BMW,"X5 XDRIVE40D M SPORT MHEV AUTO",Black,"Electric Diesel"
BO55AGL,MERCEDES-BENZ,C,Silver,Petrol
BO55ALD,BMW,640,Blue,Petrol
BO55ANA,KIA,SEDONA,Blue,Diesel
BO55ANP,FORD,RANGER,Blue,Diesel
BO55BAF,MERCEDES-BENZ,"GLC 300 AMG LINE PREMIUM 4M A",Grey,"Hybrid Electric (Clean)"
BO55BGH,ISUZU,D-MAX,Black,Diesel
BO55BKE,VOLKSWAGEN,CRAFTER,White,Diesel
BO55BOE,BMW,"3 SERIES",Silver,Diesel
BO55BOU,"SMART (MCC)",FORTWO,Black,Petrol
BO55BPB,MERCEDES-BENZ,CLS,Grey,Diesel
BO55BSF,"LAND ROVER","RANGE ROVER",Grey,Diesel
BO55BTP,PORSCHE,"TAYCAN 4X2",Black,Electric
BO55BWN,PORSCHE,CAYENNE,Black,Petrol
BO55BXF,FORD,RANGER,Orange,Diesel
BO55BYW,MERCEDES-BENZ,E,Silver,Diesel
BO55CAA,PEUGEOT,"408 GT PURETECH S/S AUTO",Grey,Petrol
BO55CCK,MERCEDES-BENZ,SPRINTER,Silver,Diesel
BO55COL,BENTLEY,"CONTINENTAL GT",Blue,Petrol
BO55CWD,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55CWM,MERCEDES-BENZ,S-Class,Black,Diesel
BO55DAU,"ASTON MARTIN",DB9,Grey,Petrol
BO55DAW,MERCEDES-BENZ,GLE,Black,Diesel
BO55DAZ,PORSCHE,"CAYENNE GTS AUTO",Beige,Petrol
BO55DDH,VOLVO,UNKNOWN,White,Diesel
BO55DEB,BMW,X6,Black,Diesel
BO55DGE,VOLKSWAGEN,POLO,Grey,Petrol
BO55DLL,"LAND ROVER",DEFENDER,Blue,Diesel
BO55DOO,VAUXHALL,GRANDLAND,Red,Petrol
BO55DSC,AUDI,Q7,Black,Diesel
BO55DSE,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55DSW,VOLKSWAGEN,"TRANSPORTER T32 H-LINE TDI S-A",Black,Diesel
BO55EAN,AUDI,A3,Grey,Petrol
BO55ECO,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55EDR,VOLKSWAGEN,TIGUAN,Grey,Diesel
BO55EDT,MITSUBISHI,L200,Red,Diesel
BO55EEZ,BENTLEY,CONTINENTAL,Black,Petrol
BO55EHO,KIA,SPORTAGE,White,Petrol
BO55ELC,HARLEY-DAVIDSON,"FLHTK EGLIDE ULTRA LTD 13",Bronze,Petrol
BO55ESH,SCANIA,UNKNOWN,Black,Diesel
BO55ETS,NISSAN,"PRIMASTAR TEKNA DCI AUTO",Grey,Diesel
BO55FBH,AUDI,A1,Black,Diesel
BO55FED,VAUXHALL,COMBO,Black,Diesel
BO55FHM,AUDI,TT,Orange,Petrol
BO55FPH,"LAND ROVER","RANGE ROVER SPORT",Blue,Petrol
BO55FSF,MERCEDES-BENZ,GL,Black,Diesel
BO55FTW,BMW,"5 SERIES",Black,Diesel
BO55GEO,FORD,TRANSIT,White,Diesel
BO55GMB,VOLKSWAGEN,"TRANSPORTER T32 SPRT LN TDI SA",White,Diesel
BO55GYT,BENTLEY,BENTAYGA,White,Petrol
BO55HCL,"LAND ROVER","RANGE ROVER SPORT",Grey,Diesel
BO55HEX,BMW,"X5 XDRIVE45E M SPORT AUTO",Green,"Hybrid Electric (Clean)"
BO55HLK,JAGUAR,XF,Black,Diesel
BO55HLL,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55HLN,BMW,Z4,Blue,Petrol
BO55HTN,HYUNDAI,I40,Black,Diesel
BO55HUZ,AUDI,A3,White,Diesel
BO55JMB,SEAT,LEON,Blue,Petrol
BO55JOF,PORSCHE,911,Black,Petrol
BO55JOT,JEEP,WRANGLER,Green,Petrol
BO55JUN,KIA,"SORENTO EDITION CRDI AWD S-A",Black,Diesel
BO55JWF,FORD,RANGER,White,Diesel
BO55KCP,BENTLEY,CONTINENTAL,Silver,Petrol
BO55KDG,MITSUBISHI,L200,White,Diesel
BO55KDW,MERCEDES-BENZ,GLE,Silver,Diesel
BO55KEY,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55KGC,VOLVO,XC60,White,Diesel
BO55KKY,MG,"HS EXCLUSIVE PHEV AUTO",Blue,"Hybrid Electric (Clean)"
BO55KMF,NISSAN,NAVARA,Grey,Diesel
BO55KSB,MERCEDES-BENZ,C,White,Diesel
BO55KYY,AUDI,A7,Black,Diesel
BO55LCE,FORD,"TRANSIT CUSTOM",Grey,Diesel
BO55LFL,BMW,118,Black,Petrol
BO55LFT,MERCEDES-BENZ,C,Silver,Petrol
BO55LHS,HARLEY-DAVIDSON,"XL 1200 X FORTY EIGHT 19",Black,Petrol
BO55LOR,MERCEDES-BENZ,E,Silver,Diesel
BO55MDA,HARLEY-DAVIDSON,"STREET GLIDE 1923 24",Blue,Petrol
BO55MDS,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55MFO,BMW,"3 SERIES",Black,Diesel
BO55MRR,HYUNDAI,"BAYON PREMIUM T-GDI MHEV",Grey,"Hybrid Electric (Clean)"
BO55MSW,VOLKSWAGEN,"TPORTER 32 SPT LN BLK ED TDISA",Grey,Diesel
BO55MVD,BMW,"3 SERIES",White,Diesel
BO55NBK,HONDA,"ST 1300 A-6",Black,Petrol
BO55NFX,MERCEDES-BENZ,C,White,Diesel
BO55NJA,KAWASAKI,"ZX 1002 LMFAN",Green,Petrol
BO55NPC,"LAND ROVER","DEFENDER S D MHEV AUTO",Black,Diesel
BO55NPN,FORD,FOCUS,Black,Diesel
BO55NUF,BMW,"M440D XDRIVE MHEV AUTO",Blue,"Electric Diesel"
BO55NWK,PORSCHE,macan,Grey,Diesel
BO55NZZ,AUDI,"RS Q3 VSPRUNG TFSI QUATTRO SA",Grey,Petrol
BO55OJM,VOLKSWAGEN,GOLF,Blue,Diesel
BO55ORC,NISSAN,GT-R,Grey,Petrol
BO55OSW,BMW,X6,Black,Diesel
BO55PKH,AUDI,A8,Black,Diesel
BO55PKM,AUDI,A4,Blue,Petrol
BO55PKT,VOLVO,V60,Grey,Diesel
BO55PNC,PEUGEOT,PARTNER,White,Diesel
BO55POO,AUDI,A3,White,"Hybrid Electric (Clean)"
BO55PPR,FORD,RANGER,Black,Diesel
BO55PTL,"LAND ROVER","RANGE ROVER SPORT",Black,Petrol
BO55RME,FORD,FOCUS,Red,Diesel
BO55RUB,VOLKSWAGEN,CADDY,Silver,Diesel
BO55RWT,"LAND ROVER","DISCOVERY SPORT",Black,Diesel
BO55RYW,AUDI,A3,Blue,Diesel
BO55SKA,VOLKSWAGEN,TRANSPORTER,Orange,Diesel
BO55SPV,MITSUBISHI,SHOGUN,Black,Diesel
BO55SSA,MERCEDES-BENZ,A-CLASS,Grey,Diesel
BO55SSC,VAUXHALL,ASTRA,Silver,Petrol
BO55SUL,LEXUS,IS,White,"Hybrid Electric (Clean)"
BO55SWK,MERCEDES-BENZ,V,Black,Diesel
BO55TBS,"LAND ROVER",DISCOVERY,Black,Diesel
BO55TCJ,PORSCHE,CAYENNE,White,Diesel
BO55TGE,BMW,X3,Grey,Diesel
BO55TLO,AUDI,A1,Black,Petrol
BO55TNR,MERCEDES-BENZ,E,Silver,Diesel
BO55TOE,CITROEN,C4,Black,Diesel
BO55TRA,VOLKSWAGEN,TIGUAN,Blue,Diesel
BO55TSH,MITSUBISHI,L200,Green,Diesel
BO55TSK,MERCEDES-BENZ,E,Silver,Diesel
BO55TTE,VOLKSWAGEN,POLO,Black,Petrol
BO55UBR,SKODA,SUPERB,Silver,Diesel
BO55UBS,MERCEDES-BENZ,SPRINTER,White,Diesel
