registration,make,model,primaryColour,fuelType
BO55ULS,FORD,"RANGER WILDTRAK X EBLUE 4X4 A",Grey,Diesel
BO55UPK,MERCEDES-BENZ,GLE,Grey,Diesel
BO55UTV,FORD,FOCUS,Blue,Petrol
BO55VTS,CITROEN,C2,Red,Petrol
BO55VXM,AUDI,"Q8 SLN BLK ED 55TFSI MHEV QT A",White,Petrol
BO55WAN,MAZDA,2,Grey,Petrol
BO55WCX,IVECO,"S-WAY 530",White,Diesel
BO55WFV,MERCEDES-BENZ,E,White,Diesel
BO55WPY,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55WSP,AUDI,A5,Grey,Petrol
BO55YRP,MERCEDES-BENZ,S-Class,Silver,Diesel
BO55ZCH,MERCEDES-BENZ,CLS,Black,Diesel
BO55ZDL,PORSCHE,macan,Grey,Petrol
BO55ZNG,MERCEDES-BENZ,C,White,Diesel
BO55ZRP,FIAT,500,Red,Petrol
BO55SGH,"LAND ROVER",DISCOVERY,White,Diesel
BO55BRO,AUDI,"A3 S LINE 35 TDI S-A",Black,Diesel
BO55TBT,AUDI,A4,Black,Diesel
BO55DLU,VOLKSWAGEN,POLO,White,Petrol
BO55VHP,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Grey,Diesel
BO55VLA,VAUXHALL,ASTRA,Grey,Petrol
BO55WST,MASERATI,"LEVANTE GRANLUSSO V6 AUTO",Black,Petrol
BO55UFL,VOLVO,"XC60 ULTRA T8 PHEV AWD AUTO",Gold,"Hybrid Electric (Clean)"
BO55ONG,FERRARI,"ROMA S-A",White,Petrol
BO55AAV,"INDIAN MOTORCYCLE","CHIEFTAIN LIMITED",Green,Petrol
BO55AEW,FORD,FOCUS,Blue,Diesel
BO55AGF,BENTLEY,"CONTINENTAL GT",Grey,Petrol
BO55AJV,MERCEDES-BENZ,C,White,Diesel
BO55AOX,BMW,X4,White,Diesel
BO55APM,FORD,MUSTANG,Grey,Petrol
BO55BGF,"LAND ROVER",DISCOVERY,Blue,Diesel
BO55BMH,BMW,"M4 COMPETITION PACKAGE S-A",Black,Petrol
BO55BMW,BMW,M5,Blue,Petrol
BO55BZZ,BMW,I8,Grey,"Hybrid Electric (Clean)"
BO55CPW,VAUXHALL,ASTRA,Silver,Petrol
BO55CRT,FORD,TRANSIT,Blue,Diesel
BO55CRV,HONDA,CR-V,Silver,Petrol
BO55CUS,BMW,320,Blue,Petrol
BO55DAC,"LAND ROVER",DEFENDER,Grey,Diesel
BO55DLA,VOLVO,S90,Silver,Diesel
BO55DMT,"LAND ROVER","RANGE ROVER SPORT",Red,Diesel
BO55DNE,VAUXHALL,VECTRA,Blue,Petrol
BO55EDE,PORSCHE,CAYENNE,Black,"Hybrid Electric (Clean)"
BO55EDM,VAUXHALL,ASTRA,Grey,Petrol
BO55EHA,BMW,"7 SERIES",Grey,Petrol
BO55ELE,BMW,"3 SERIES",Blue,Diesel
BO55EVL,LAMBORGHINI,HURACAN,Red,Petrol
BO55EYS,VOLKSWAGEN,TOURAN,Grey,Diesel
BO55FCB,AUDI,Q5,White,Diesel
BO55FEG,FORD,"TRANSIT CONNECT",White,Diesel
BO55FPA,FORD,TRANSIT,Black,Diesel
BO55FPT,"LAND ROVER",DISCOVERY,Black,Diesel
BO55GGS,FORD,TRANSIT,White,Diesel
BO55HAR,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55HFH,CHRYSLER-JEEP,300,Black,Diesel
BO55HKX,MERCEDES-BENZ,CLA,Black,Diesel
BO55HOO,TOYOTA,"YARIS DESIGN HEV CVT",Blue,"Hybrid Electric (Clean)"
BO55HWF,MERCEDES-BENZ,ML,Black,Diesel
BO55HXF,AUDI,A5,Grey,Petrol
BO55JCJ,MITSUBISHI,SHOGUN,Black,Diesel
BO55JFM,MERCEDES-BENZ,G,Grey,Diesel
BO55JGL,"LAND ROVER","RANGE ROVER EVOQUE ABIO PHEV A",Blue,"Hybrid Electric (Clean)"
BO55JGR,"LAND ROVER","DEFENDER HARD TOP SE D MHEV A",Black,Diesel
BO55JKH,MINI,"MINI (R57)",Black,Diesel
BO55JOY,KIA,SPORTAGE,Red,Petrol
BO55JRA,PORSCHE,"MACAN S S-A",Black,Petrol
BO55JYF,AUDI,A3,White,Petrol
BO55KBY,FORD,MUSTANG,Yellow,Petrol
BO55KHH,"ASTON MARTIN",DB11,Blue,Petrol
BO55KJP,PORSCHE,"TAYCAN TURBO",Black,Electric
BO55KJW,VAUXHALL,ASTRA,Red,Petrol
BO55KJZ,PEUGEOT,"408 ALLURE PREMIUM P-TECH SS A",Blue,Petrol
BO55KLG,MERCEDES-BENZ,C,White,Diesel
BO55KLO,AUDI,Q5,White,Diesel
BO55KMJ,MERCEDES-BENZ,GLE,Black,Diesel
BO55KUG,MERCEDES-BENZ,GLS,White,Petrol
BO55KUN,MERCEDES-BENZ,A-CLASS,Grey,Diesel
BO55KYO,HYUNDAI,I30,Blue,Diesel
BO55LFW,MINI,ROADSTER,Silver,Petrol
BO55LJT,FORD,FOCUS,White,Petrol
BO55LLO,MERCEDES-BENZ,C,White,Petrol
BO55LPD,VOLKSWAGEN,GOLF,Blue,Diesel
BO55LTU,BMW,X6,Grey,Diesel
BO55LUD,AUDI,Q5,White,Diesel
BO55LYB,TOYOTA,"RAV4 BLACK EDITION HEV CVT",Black,"Hybrid Electric (Clean)"
BO55MAR,CITROEN,C8,Grey,Diesel
BO55MGU,BENTLEY,CONTINENTAL,Black,Petrol
BO55MLF,VAUXHALL,CORSA,White,Petrol
BO55MLL,"ROLLS ROYCE",GHOST,Black,Petrol
BO55MLN,"LAND ROVER","DEFENDER SE D AUTO",Black,Diesel
BO55MOY,NISSAN,QASHQAI,White,Diesel
BO55MTF,VOLKSWAGEN,POLO,Black,Petrol
BO55MVH,AUDI,A4,Blue,Petrol
BO55MYS,AUDI,Q7,Grey,Diesel
BO55NBH,MERCEDES-BENZ,X,Black,Diesel
BO55NES,VOLKSWAGEN,"GOLF GTE S-A",Grey,"Hybrid Electric (Clean)"
BO55NFT,BMW,X6,Black,Diesel
BO55NLL,FORD,TRANSIT,White,Diesel
BO55NUG,MERCEDES-BENZ,E,White,Diesel
BO55NUJ,ABARTH,595,Green,Petrol
BO55NVW,FORD,"TRANSIT CUSTOM 320LIMITD EBLUE",Blue,Diesel
BO55OMR,BMW,530,Blue,Diesel
BO55OSH,MERCEDES-BENZ,E,White,Diesel
BO55OTT,TOYOTA,ALPHARD,Black,Petrol
BO55OUL,MINI,MINI,Blue,Petrol
BO55PCY,FORD,"TRANSIT CONNECT",Grey,Diesel
BO55PGH,RENAULT,"TRAFIC LL30 SPORT + BLUE DCI",White,Diesel
BO55PGR,RENAULT,"TRAFIC LL30 SPORT ENERGY DCI A",Black,Diesel
BO55PLE,BMW,525,Silver,Diesel
BO55PLO,BMW,X5,Grey,Diesel
BO55PTT,VOLKSWAGEN,CADDY,Grey,Diesel
BO55RHA,BMW,"5 SERIES",Blue,Diesel
BO55RMM,BMW,320,Blue,Petrol
BO55RUT,BMW,X4,Black,Diesel
BO55SCP,MERCEDES-BENZ,CLS,Black,Diesel
BO55SKM,AUDI,A5,Grey,Petrol
BO55SKR,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55SMG,"LAND ROVER","RANGE ROVER VELAR",Silver,Diesel
BO55STM,"LAND ROVER","RANGE ROVER AUTOBIO MHEV AUTO",White,Petrol
BO55SWT,BENTLEY,CONTINENTAL,Black,Petrol
BO55SYD,DODGE,UNKNOWN,Black,Petrol
BO55TAD,HYUNDAI,"SANTA FE",Red,Diesel
BO55TAX,BMW,"IX XDRIVE50 M SPORT",Grey,Electric
BO55TBJ,NISSAN,JUKE,Black,Diesel
BO55TKP,BMW,"X3 M COMPETITION AUTO",Black,Petrol
BO55TPG,MORGAN,"AERO 8",Green,Petrol
BO55TRO,VOLKSWAGEN,AMAROK,Beige,Diesel
BO55TRS,VOLKSWAGEN,"CRAFTER CR35 TRENDLINE TDI",White,Diesel
BO55TSF,BMW,"IX XDRIVE40 M SPORT",White,Electric
BO55TXX,VOLKSWAGEN,GOLF,Blue,Petrol
BO55UUK,AUDI,A4,White,Diesel
BO55VKK,BMW,M4,White,Petrol
BO55VKP,BENTLEY,CONTINENTAL,White,Petrol
BO55VLT,PORSCHE,macan,Black,Diesel
BO55VSP,VOLKSWAGEN,GOLF,White,Diesel
BO55WAB,TOYOTA,"HILUX GR SPORT D-4D 4WD DCB",Black,Diesel
BO55WBS,PORSCHE,"TAYCAN SPORT TURISMO 4X2",Blue,Electric
BO55WCM,"LAND ROVER",DISCOVERY,Black,Diesel
BO55WPB,PORSCHE,"911 TARGA 4 AUTO",Red,Petrol
BO55WSJ,VOLKSWAGEN,POLO,Black,Petrol
BO55WTF,BMW,"5 SERIES",White,Petrol
BO55XEC,MERCEDES-BENZ,S-Class,Silver,Diesel
BO55XHK,"ROLLS ROYCE",PHANTOM,Black,Petrol
BO55XPP,"LAND ROVER",DISCOVERY,Black,Diesel
BO55XPS,AUDI,A5,Black,Petrol
BO55ZKM,AUDI,Q2,Black,Diesel
BO55ZXA,AUDI,TT,Grey,Petrol
BO55ZXN,MERCEDES-BENZ,E,Blue,Diesel
BO55ZYA,AUDI,A4,Black,Diesel
BO55ZYR,AUDI,Q5,Black,Diesel
BO55REW,AUDI,TT,Grey,Petrol
BO55ESZ,AUDI,"A7 SLN BLK ED 45TFSI MHEV Q SA",White,Petrol
BO55AUR,MERCEDES-BENZ,C,Blue,Petrol
BO55AVJ,PORSCHE,CAYENNE,Black,Petrol
BO55AWH,"LAND ROVER","DEFENDER X-DYNAMIC SE D MHEV A",Grey,Diesel
BO55BFS,TOYOTA,HILUX,Blue,Diesel
BO55BRX,VOLKSWAGEN,AMAROK,Grey,Diesel
BO55BUF,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55CAV,"LAND ROVER","DEFENDER HARD TOP SE D MHEV A",Black,Diesel
BO55CEN,MERCEDES-BENZ,S-Class,Silver,"Hybrid Electric (Clean)"
BO55CFJ,FORD,RANGER,Orange,Diesel
BO55CGE,LEXUS,RX,White,"Hybrid Electric (Clean)"
BO55CHY,BMW,"X7 XDRIVE40D M SPORT MHEV AUTO",Green,"Electric Diesel"
BO55CLC,JAGUAR,XF,White,Petrol
BO55CTF,MERCEDES-BENZ,S-Class,Grey,Diesel
BO55CTH,FIAT,"AUTOTRAIL FRTIER COMANCHE S SA",Gold,Diesel
BO55CYO,PORSCHE,"CAYENNE V8 D S TIPTRONIC S A",Black,Diesel
BO55DFS,FORD,"TRANSIT CUSTOM",Silver,Diesel
BO55EAY,MERCEDES-BENZ,G-CLASS,Black,Petrol
BO55ECP,PORSCHE,"CAYENNE TURBO GT AUTO",Grey,Petrol
BO55EFD,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55EGF,FIAT,500X,Red,Petrol
BO55EJC,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55EKR,WILDAX,EUROPA,Grey,Diesel
BO55ELO,HONDA,ACCORD,Silver,Diesel
BO55EPL,FORD,TRANSIT,Red,Diesel
BO55ERZ,BMW,640,Blue,Diesel
BO55ETB,BENTLEY,"CONTINENTAL GTC",Blue,Petrol
BO55EUG,"SMART (MCC)",FORFOUR,Black,Petrol
BO55EYB,MERCEDES-BENZ,C,Blue,Petrol
BO55FAA,BMW,X5,Black,Diesel
BO55FJM,MAXUS,"DELIVER 7",White,Diesel
BO55FOR,FORD,MUSTANG,Black,Petrol
BO55GAT,TOYOTA,PROACE,Grey,Diesel
BO55GCF,VOLVO,V40,Grey,Diesel
BO55GGG,VAUXHALL,VIVARO,Grey,Diesel
BO55GKH,AUDI,"RS 6 V-SPRUNG TFSI MHEV QUAT A",Grey,Petrol
BO55GNJ,FIAT,DUCATO,Blue,Diesel
BO55HGP,JAGUAR,F-PACE,Grey,Diesel
BO55HPR,"ROLLS ROYCE",DAWN,Blue,Petrol
BO55HTR,NISSAN,NAVARA,Silver,Diesel
BO55JEN,VOLKSWAGEN,BEETLE,Blue,Petrol
BO55JET,"LAND ROVER","RANGE ROVER SPRT SVR CRBN ED A",Blue,Petrol
BO55JMH,NISSAN,NAVARA,Silver,Diesel
BO55JOD,MERCEDES-BENZ,B-CLASS,Blue,Diesel
BO55JPN,SUBARU,IMPREZA,Black,Petrol
BO55JRX,MERCEDES-BENZ,GLC,White,Diesel
BO55KCN,FORD,TRANSIT,White,Diesel
BO55KJF,HYUNDAI,"TUCSON ULTIMATE T-GDI HEV AUTO",White,"Hybrid Electric (Clean)"
BO55KKM,AUDI,A3,Black,Diesel
BO55KPJ,BMW,X5,White,Diesel
BO55KRO,MERCEDES-BENZ,S-Class,White,Diesel
BO55LDB,BMW,"M440I XDRIVE MHEV AUTO",Blue,"Hybrid Electric (Clean)"
BO55LWR,BMW,640,White,Diesel
BO55MAX,BMW,"M3 COMPETITION M XDRIVE AUTO",Purple,Petrol
BO55MCP,"LAND ROVER","RANGE ROVER",Blue,Diesel
BO55MDE,"LAND ROVER",DEFENDER,Green,Diesel
BO55MGS,AUDI,"SQ8 TDI MHEV QUATTRO AUTO",Blue,Diesel
BO55MJR,MERCEDES-BENZ,GLE,Black,Diesel
BO55MKT,MERCEDES-BENZ,GLC,Silver,Diesel
BO55MYR,JEEP,"GRAND CHEROKEE",Black,Diesel
BO55MZW,MG,"3 EXCLUSIVE NAV VTI-TECH",Silver,Petrol
BO55NAC,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55NJS,"DAF TRUCKS",UNKNOWN,Grey,Diesel
BO55NKD,CHRYSLER,DODGE,Black,Petrol
BO55NRP,JAGUAR,XF,Silver,Diesel
BO55NTU,AUDI,A4,Red,Diesel
BO55NUP,BMW,UNKNOWN,Beige,Diesel
BO55NVD,JAGUAR,UNKNOWN,Black,Petrol
BO55NXG,TOYOTA,"HILUX INVINCIBLE D-4D 4WDDCB A",Blue,Diesel
BO55ODD,BENTLEY,CONTINENTAL,Black,Petrol
BO55OHA,AUDI,TT,White,Petrol
BO55OJO,BMW,X5,Grey,Diesel
BO55ONX,MCLAREN,"720S V8 S-A",Red,Petrol
BO55OOG,BMW,"8 SERIES",White,Diesel
BO55OOJ,MERCEDES-BENZ,SLK,White,Petrol
BO55OYB,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Grey,Diesel
BO55OZT,VOLVO,XC90,Black,Diesel
BO55PAT,"LAND ROVER",DISCOVERY,Black,Diesel
BO55PAU,"ASTON MARTIN",VANTAGE,Blue,Petrol
BO55PCL,FORD,RANGER,Orange,Diesel
BO55PMR,VOLKSWAGEN,TRANSPORTER,White,Diesel
BO55RCH,AUDI,Q3,Grey,Diesel
BO55RCO,VOLKSWAGEN,GOLF,White,Petrol
BO55RGR,MERCEDES-BENZ,GLE,Grey,Diesel
BO55RKY,VOLKSWAGEN,GOLF,Blue,Diesel
BO55RPA,NISSAN,NAVARA,Black,Diesel
BO55RWX,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55RXR,VOLVO,XC60,White,Diesel
BO55RZH,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55SAX,BMW,"R 1250 RS SE",White,Petrol
BO55SCJ,MITSUBISHI,SHOGUN,Red,Diesel
BO55SJJ,MERCEDES-BENZ,CLA,Black,Diesel
BO55SMK,AUDI,Q2,Grey,Diesel
BO55SWG,VOLKSWAGEN,AMAROK,Black,Diesel
BO55TAN,"ASTON MARTIN","DBX V8 AUTO",Blue,Petrol
BO55TKH,FORD,TOURNEO,Black,Diesel
BO55TOF,JAGUAR,"F-PACE R-DYNAM HSE BLACK AWD A",Grey,Petrol
BO55TUA,AUDI,Q7,Silver,Diesel
BO55TWX,BENTLEY,CONTINENTAL,White,Petrol
BO55UPS,CHRYSLER-JEEP,300,Silver,Diesel
BO55VHE,FORD,"TRANSIT CUSTOM",Orange,Diesel
BO55VWA,AUDI,A6,Black,Petrol
BO55WGL,"LAND ROVER","DISCOVERY R-DYNAM HSE D MHEV A",Grey,Diesel
BO55WMA,AUDI,"RS 6 LAUNCH ED TFSI MHEV QTO A",Grey,Petrol
BO55WRL,FORD,TRANSIT,Black,Diesel
BO55WUN,MASERATI,"LEVANTE D V6 AUTO",Blue,Diesel
BO55XLT,FORD,RANGER,Black,Diesel
BO55XMA,"LAND ROVER",DISCOVERY,Grey,Diesel
BO55XMJ,BMW,X6,White,Diesel
BO55XXB,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55XZY,MERCEDES-BENZ,SPRINTER,White,Diesel
BO55YCS,MERCEDES-BENZ,GLC,Red,Diesel
BO55YEM,VOLKSWAGEN,"GOLF STYLE TDI S-A",Black,Diesel
BO55YEW,NISSAN,NAVARA,White,Diesel
BO55YJP,VAUXHALL,MOKKA,White,Petrol
BO55YNK,"LAND ROVER","RANGE ROVER SPORT",White,Diesel
BO55ZEV,PORSCHE,macan,Black,Petrol
BO55ZGL,VOLKSWAGEN,CRAFTER,Black,Diesel
BO55ZJS,VOLKSWAGEN,CADDY,Silver,Diesel
BO55ZKT,LEXUS,LC,Silver,Petrol
BO55ABY,PORSCHE,CAYENNE,Blue,Petrol
BO55ACA,FORD,"TRANSIT CUSTOM 320LMTD EBLUE A",Grey,Diesel
BO55AGN,MINI,"COOPER S AUTO",Blue,Petrol
BO55AJE,FORD,"RANGER WILDTRAK ECOBLUE 4X4 A",White,Diesel
BO55ALS,VOLVO,UNKNOWN,White,Diesel
BO55ARO,MERCEDES-BENZ,C,Grey,Diesel
BO55ARX,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55ATO,"ALFA ROMEO","STELVIO VELOCE TD AWD AUTO",Grey,Diesel
BO55AUC,BMW,"X2 SDRIVE20I SPORT AUTO",Grey,Petrol
BO55CKF,PORSCHE,macan,Grey,Petrol
BO55ODY,MERCEDES-BENZ,E,Silver,Diesel
BO55SHZ,AUDI,Q8,Black,Diesel
BO55PUB,FORD,"TRANSIT CUSTOM 300LIMITD EBLUE",Silver,Diesel
BO55AJC,FORD,"TRANSIT 350 LEADER ECOBLUE",White,Diesel
BO55GKP,AUDI,Q3,Grey,Petrol
BO55YSU,AUDI,A4,Black,Diesel
BO55ZHO,MERCEDES-BENZ,"G 450 AMG LINE PREM + D MHEV A",Blue,"Electric Diesel"
BO55UNG,"LAND ROVER","RANGE ROVER VELAR",Grey,Petrol
BO55AAF,NISSAN,NAVARA,White,Diesel
BO55AGR,VOLKSWAGEN,SCIROCCO,White,Petrol
BO55ASN,FORD,TRANSIT,White,Diesel
BO55ATE,"LAND ROVER","RANGE ROVER VELAR",Grey,Diesel
BO55BDB,"LAND ROVER",DISCOVERY,Red,Diesel
BO55BLC,AUDI,"RS 7 CRBN BLK TFSI MHEV QUAT A",Black,Petrol
BO55BLV,"LAND ROVER","RANGE ROVER SPORT",White,Petrol
BO55BRS,BMW,"3 SERIES",Silver,Diesel
BO55BUN,MINI,MINI,Red,Petrol
BO55BUZ,MCLAREN,"720S V8 S-A",Orange,Petrol
BO55CAH,PEUGEOT,"BOXER 335 PRO L2H2 BHDI",Grey,Diesel
BO55CJF,MINI,"COOPER S",Red,Petrol
BO55CKG,BMW,335,White,Diesel
BO55CMF,LEXUS,RX,Blue,"Hybrid Electric (Clean)"
BO55CMR,PORSCHE,CAYENNE,White,Diesel
BO55CVX,MERCEDES-BENZ,A,Yellow,Petrol
BO55DCW,FORD,"RANGER PLATINUM ECOBLUE 4X4 A",Grey,Diesel
BO55DFL,VOLKSWAGEN,TIGUAN,Silver,Diesel
BO55DMM,IVECO,"DAILY 35C14B",Black,Diesel
BO55DNC,AUDI,A3,White,Diesel
BO55DNM,BMW,730,Grey,Diesel
BO55DWF,VOLVO,XC60,Grey,Diesel
BO55DXC,AUDI,Q5,Blue,Petrol
BO55EBH,MINI,COOPER,Grey,Diesel
BO55ELA,"LAND ROVER","RANGE ROVER SPORT",Silver,Diesel
BO55EPD,"LAND ROVER","DEFENDER XDYNAMIC HSE D MHEV A",Grey,Diesel
BO55EZE,FORD,KUGA,Grey,Diesel
BO55FAT,MERCEDES-BENZ,C,White,Diesel
BO55FCM,VAUXHALL,"VIVARO 2900 SPORTIVE S/S",White,Diesel
BO55FDR,DS,"DS 3 CROSSBACK PRFRMNC LINE EV",Black,Electric
BO55FLW,PEUGEOT,208,White,Petrol
BO55FMO,MERCEDES-BENZ,C,Silver,Diesel
BO55FMT,BMW,"F 900 XR",Blue,Petrol
BO55FRR,"LAND ROVER",DISCOVERY,Black,Diesel
BO55FTF,ABARTH,595C,Blue,Petrol
BO55FTJ,MERCEDES-BENZ,SLK,Black,Petrol
BO55FVP,FORD,TRANSIT,White,Diesel
BO55GAP,"LAND ROVER","DISCOVERY R-DYNAM HSE D MHEV A",Black,Diesel
BO55GBU,"LAND ROVER","RROVER SPORT ABIO DYN D MHEV A",Black,Diesel
BO55GKX,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55GLZ,VOLKSWAGEN,GOLF,Grey,Diesel
BO55GML,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Bronze,Diesel
BO55GNK,MAZDA,3,Grey,Petrol
BO55GOC,FORD,FIESTA,Blue,Petrol
BO55GSP,NISSAN,GT-R,Grey,Petrol
BO55GUX,"LAND ROVER","RANGE ROVER EVOQUE",Red,Diesel
BO55GVO,MERCEDES-BENZ,X,Grey,Diesel
BO55HEF,NISSAN,NAVARA,Green,Diesel
BO55HFC,MERCEDES-BENZ,GT,Silver,Petrol
BO55HKN,MERCEDES-BENZ,SPRINTER,Green,Diesel
BO55HOV,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55HTX,BMW,"3 SERIES",Black,Petrol
BO55JDK,BMW,535,Blue,Diesel
BO55JHG,JAGUAR,XK,Red,Petrol
BO55JKW,VAUXHALL,ASTRA,Blue,Petrol
BO55JNF,FORD,"TRANSIT CUSTOM",Red,Diesel
BO55JYM,MERCEDES-BENZ,C,Silver,Petrol
BO55KAD,FERRARI,458,Red,Petrol
BO55KBX,BMW,"5 SERIES",Blue,Diesel
BO55KOF,MERCEDES-BENZ,E,White,Diesel
BO55LDC,VAUXHALL,"VIVARO-E 3100 ELITE",Black,Electric
BO55LGC,MERCEDES-BENZ,C,Silver,Diesel
BO55LUN,BMW,X4,Grey,Diesel
BO55MAM,VOLKSWAGEN,GOLF,Red,Petrol
BO55MBZ,MERCEDES-BENZ,C,Black,Petrol
BO55MDH,VOLKSWAGEN,"TRANSPORTER T32 H-LN TDI 4M SA",Grey,Diesel
BO55MJN,NISSAN,NAVARA,Silver,Diesel
BO55MKL,MERCEDES-BENZ,G-CLASS,Black,Petrol
BO55MLX,MERCEDES-BENZ,GLC,Black,Diesel
BO55MOG,MORGAN,"PLUS FOUR AUTO",Blue,Petrol
BO55MRK,BMW,"M8 COMPETITION AUTO",Grey,Petrol
BO55MTX,"LAND ROVER",DEFENDER,Silver,Diesel
BO55MUK,AUDI,Q7,White,Diesel
BO55NCX,VAUXHALL,VIVARO,Black,Diesel
BO55NGZ,AUDI,A3,Blue,Petrol
BO55NTG,JAGUAR,XJ,Black,Diesel
BO55OGY,PEUGEOT,"408 GT PURETECH S/S AUTO",Blue,Petrol
BO55OKL,MERCEDES-BENZ,E,White,Diesel
BO55OTB,TOYOTA,AYGO,White,Petrol
BO55PAG,BMW,M2,White,Petrol
BO55PCT,NISSAN,X-TRAIL,Black,Diesel
BO55PFM,JAGUAR,XE,Red,Diesel
BO55PNT,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55POD,"LAND ROVER","RANGE ROVER",White,Diesel
BO55POP,MERCEDES-BENZ,E,Black,Diesel
BO55PRT,TOYOTA,"HILUX INVINCIB X D-4D4WD DCB A",Bronze,Diesel
BO55REC,"LAND ROVER","DEFENDER S D MHEV AUTO",White,Diesel
BO55RHS,"LAND ROVER","RANGE ROVER EVOQUE",Black,Diesel
BO55RTV,MAN,"TGE 3.180",Blue,Diesel
BO55RVE,"LAND ROVER","DISCOVERY LANDMARK SD6 AUTO",Grey,Diesel
BO55RWG,"LAND ROVER","RANGE ROVER",Black,Diesel
BO55SAN,TOYOTA,C-HR,White,"Hybrid Electric (Clean)"
BO55SDB,"LAND ROVER","RANGE ROVER SPORT",Brown,Diesel
BO55SJS,FORD,"TRANSIT CUSTOM",Blue,Diesel
BO55SNB,VOLKSWAGEN,TIGUAN,White,Diesel
BO55SOB,FORD,MUSTANG,Red,Petrol
BO55SST,BMW,"5 SERIES",Blue,"Hybrid Electric (Clean)"
BO55SWX,MERCEDES-BENZ,G-CLASS,Black,Diesel
BO55TCM,NISSAN,QASHQAI,Grey,Diesel
BO55THU,VOLKSWAGEN,TIGUAN,White,Diesel
BO55THW,VAUXHALL,CROSSLAND,Red,Petrol
BO55TMK,VAUXHALL,CORSA,White,Petrol
BO55TNU,KIA,OPTIMA,White,Diesel
BO55TOX,FORD,"TRANSIT CUSTOM 320LIMITD EBLUE",Silver,Diesel
BO55TUB,"ASTON MARTIN",DB9,Silver,Petrol
BO55TYY,YAMAHA,UNKNOWN,Black,Petrol
BO55TYZ,BMW,"6 SERIES",Grey,Diesel
BO55UBL,FORD,"TRANSIT CUSTOM 280LMTD EBLUE A",Black,Diesel
BO55USM,MERCEDES-BENZ,C,Black,Diesel
BO55VJF,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55VYA,VOLKSWAGEN,GOLF,Grey,Diesel
BO55WAJ,BMW,M3,Orange,Petrol
BO55WHH,ISUZU,"D-MAX DL40",Black,Diesel
BO55WLZ,AUDI,"SQ7 BLACK EDITION TFSI QUAT A",Black,Petrol
BO55WMC,"LAND ROVER","DEFENDER S D AUTO",Grey,Diesel
BO55WOL,DODGE,PICKUP,Black,Diesel
BO55WYL,MERCEDES-BENZ,E,Grey,Petrol
BO55XRM,VOLKSWAGEN,GOLF,Blue,Petrol
BO55XSK,VOLKSWAGEN,SCIROCCO,Brown,Diesel
BO55XXM,BMW,330,Black,"Hybrid Electric (Clean)"
BO55YUL,BMW,X3,Black,Diesel
BO55YUN,VOLKSWAGEN,TIGUAN,Grey,Petrol
BO55ZBB,BMW,Z4,Silver,Petrol
BO55ZOB,"LAND ROVER","RANGE ROVER SPORT",Black,Diesel
BO55ZWE,MERCEDES-BENZ,GLA,Grey,Diesel
BO55SNM,PORSCHE,911,Black,Petrol
BO55GKE,PEUGEOT,BOXER,Silver,Diesel
BO55JLM,FORD,"TRANSIT CUSTOM 320 LIMITED EV",White,Electric
BO55VLP,SUZUKI,SWIFT,Blue,Petrol
BO55BMO,SUZUKI,JIMNY,White,Petrol
BO55HKW,BMW,"3 SERIES",Grey,Diesel
BO55LPN,VOLKSWAGEN,POLO,Grey,Petrol
BO55TTA,AUDI,A3,Silver,Petrol
BO55RSF,"LAND ROVER","RANGE ROVER",Grey,"Hybrid Electric (Clean)"
BO55NKJ,VAUXHALL,CORSA,White,Petrol
BO55AGX,MAN,UNKNOWN,Green,Diesel
BO55AJD,"LAND ROVER","R-ROVER SPORT DYN SE D MHEV A",Black,Diesel
BO55ASF,FORD,RANGER,Black,Diesel
BO55AUU,MERCEDES-BENZ,"C 300 AMG LINE PREM + D MHEV A",Black,"Electric Diesel"
BO55AZN,VOLKSWAGEN,TRANSPORTER,Grey,Diesel
BO55BBA,PORSCHE,CAYENNE,Black,Diesel
BO55BFD,FORD,RANGER,Black,Diesel
BO55BHD,"LAND ROVER","DISCOVERY SPORT",Black,Diesel
BO55BMP,BMW,X5,Grey,Diesel
BO55BNZ,MERCEDES-BENZ,ML,Silver,Diesel
BO55BOV,BMW,"5 SERIES",Purple,Petrol
BO55BSC,BMW,"3 SERIES",Black,Diesel
BO55BVG,TESLA,"MODEL X",Silver,Electric
